Client,Algorithm,Epochs,Batch_size,Accuracy,Loss
Client-1,FedAvg,5,50,0.7434411644935608,1.221839427947998
Client-2,FedAvg,5,50,0.7349766492843628,1.0958160161972046
Client-3,FedAvg,5,50,0.906593382358551,0.35115963220596313
Client-4,FedAvg,5,50,0.9044570326805115,0.24653370678424835
