Client,Algorithm,Epochs,Batch_size,Accuracy,Loss
Client-1,FLDDoS,10,100,0.7752358317375183,0.25457608699798584
Client-2,FLDDoS,10,100,0.7401295304298401,0.6842228770256042
Client-3,FLDDoS,10,100,0.9247939586639404,0.37247341871261597
Client-4,FLDDoS,10,100,0.8589943647384644,1.0650789737701416
